Date,Ticker,Company,Sector,Open,High,Low,Close,Volume,Daily_Return,MA_20,MA_50,MA_200,Volatility_20,Cumulative_Return,Daily_Range_Pct,Signal,Year,Month,Quarter,Month_Name
2020-11-05,XOM,ExxonMobil,Energy,26.45479098425565,26.890814817748623,26.27245385476528,26.296236038208008,30824100,-0.18057823553321306,26.665670680999757,28.014810066223145,33.69619663238525,2.360282897264201,-50.66965293648076,2.351518909721047,SELL,2020,11,4,Nov
2020-11-06,XOM,ExxonMobil,Energy,26.24074537362349,26.684698670385664,25.860215272477806,25.987058639526367,33985600,-1.175747731471577,26.58797903060913,27.904456062316896,33.57681735038757,2.3532460103580877,-51.24965337300714,3.1726691710073633,SELL,2020,11,4,Nov
2020-11-09,XOM,ExxonMobil,Energy,28.872749931567725,30.133257320499155,28.587354599890993,29.27706527709961,76879400,12.660173216252858,26.679147911071777,27.844839820861818,33.47982775688171,3.7263611372289387,-45.07777504650616,5.280251643997118,SELL,2020,11,4,Nov
2020-11-10,XOM,ExxonMobil,Energy,30.08084003541106,30.389362345226,29.212108852665168,29.92658042907715,49055400,2.2185118140430005,26.819044399261475,27.810105361938476,33.38642406463623,3.728638154774534,-43.85931899737761,3.93380558580958,SELL,2020,11,4,Nov
2020-11-11,XOM,ExxonMobil,Energy,30.113310019522302,30.13766597901159,29.382600263379484,29.618051528930664,34124500,-1.03095273740903,26.9462890625,27.777286529541016,33.29350766181946,3.7420526295373397,-44.43810288497423,2.54934297380962,SELL,2020,11,4,Nov
2020-11-12,XOM,ExxonMobil,Energy,29.11467678496366,29.463793340723413,28.310896015456034,28.603179931640625,30933700,-3.426530595028243,27.01089859008789,27.72797565460205,33.19296065330505,3.842431243793841,-46.3419482887987,4.030661374094467,SELL,2020,11,4,Nov
2020-11-13,XOM,ExxonMobil,Energy,28.741211248505632,29.431323809313362,28.72497290509109,29.293302536010742,29241500,2.412747834399731,27.123887825012208,27.693735618591308,33.10590148925781,3.857163713384492,-45.047314808155605,2.411305121209682,SELL,2020,11,4,Nov
2020-11-16,XOM,ExxonMobil,Energy,30.51926611654939,30.99016565728973,30.121434470846285,30.98204803466797,38596800,5.764954281208889,27.348268604278566,27.693746223449708,33.032511444091796,3.984402602466676,-41.87931763054912,2.8039824399967372,SELL,2020,11,4,Nov
2020-11-17,XOM,ExxonMobil,Energy,30.69788608719586,31.42859294287208,30.348769453863227,31.396116256713867,26521100,1.3364778906241659,27.58225393295288,27.716307983398437,32.96404877662658,3.985831160566562,-41.102547560801504,3.4393537091643895,SELL,2020,11,4,Nov
2020-11-18,XOM,ExxonMobil,Energy,31.68027637490455,31.769585695675005,30.20262151437517,30.210739135742188,31068000,-3.7755533559606924,27.778375339508056,27.718809051513674,32.879283590316774,4.0855181699418885,-43.326252302945015,5.186778695679002,BUY,2020,11,4,Nov
2020-11-19,XOM,ExxonMobil,Energy,29.926579554733138,30.446194105252594,29.683010621320523,30.365005493164062,26954400,0.5106341712750817,27.91482467651367,27.739457969665526,32.79848519325256,3.954987454251925,-43.03685678106163,2.5133652095135735,BUY,2020,11,4,Nov
2020-11-20,XOM,ExxonMobil,Energy,30.32440965423986,30.37312468229413,29.861627727739446,29.991531372070312,18351000,-1.2299491306788313,28.060347270965575,27.754223022460938,32.7173606967926,3.932332527546375,-43.737474465890294,1.7054712819066526,BUY,2020,11,4,Nov
2020-11-23,XOM,ExxonMobil,Energy,30.44620109075529,32.01316582133131,30.26758238660225,31.95633316040039,29367600,6.551188613729164,28.336217308044432,27.812089347839354,32.648500719070434,4.082880217062067,-40.05161029930324,5.46240216600368,BUY,2020,11,4,Nov
2020-11-24,XOM,ExxonMobil,Energy,32.89000807858568,34.16469161971339,32.65455985878169,34.083499908447266,46979300,6.6564794445278075,28.739453983306884,27.918682632446288,32.58810301780701,4.218720526382394,-36.061158061550934,4.4306827790224315,BUY,2020,11,4,Nov
2020-11-25,XOM,ExxonMobil,Energy,33.83181326509566,33.86428995249717,33.00367941638903,33.133583068847656,28178200,-2.787028451160267,29.144743061065675,27.981860275268556,32.520133905410766,4.157558394634789,-37.84315177771791,2.5973965276254205,BUY,2020,11,4,Nov
2020-11-27,XOM,ExxonMobil,Energy,33.04428098896264,33.2391349618985,32.37040351445166,32.630210876464844,14971900,-1.51922051815786,29.46936912536621,28.035129051208497,32.45094443321228,4.148887985255857,-38.787451369351054,2.66235315099796,BUY,2020,11,4,Nov
2020-11-30,XOM,ExxonMobil,Energy,32.31356022378974,32.37851359151222,30.82778755432904,30.957691192626953,45614300,-5.125678440050252,29.7242431640625,28.064619216918945,32.37446009635925,4.359360156763196,-41.92500977711751,5.009178583551823,BUY,2020,11,4,Nov
2020-12-01,XOM,ExxonMobil,Energy,31.631565454463978,32.19177741293346,31.233736915844975,31.258092880249023,32472900,0.9703620523665357,29.93983201980591,28.1121675491333,32.30241394042969,4.2935478594493395,-41.36147211007907,3.064935857599429,BUY,2020,12,4,Dec
2020-12-02,XOM,ExxonMobil,Energy,31.16878488532113,32.81693795318572,31.12819057719018,32.42722702026367,29369500,3.7402606246441428,30.23686800003052,28.197368507385253,32.23445934295654,4.296985890705899,-39.168238340541386,5.207806930084557,BUY,2020,12,4,Dec
2020-12-03,XOM,ExxonMobil,Energy,32.53277330188903,32.995555208429884,32.25672768244826,32.64643859863281,27038900,0.6760108665232245,30.55199956893921,28.305028762817383,32.16943117141724,4.281135092414997,-38.75700902142594,2.263118299257818,BUY,2020,12,4,Dec
2020-12-04,XOM,ExxonMobil,Energy,33.10109647566921,33.9048741168613,33.003669539767905,33.83992385864258,28723600,3.655790068506115,30.929183959960938,28.437668762207032,32.113154125213626,4.303684499373603,-36.51809383957513,2.663140085237607,BUY,2020,12,4,Dec
2020-12-07,XOM,ExxonMobil,Energy,33.62883813660032,33.726268197420076,33.019914193639835,33.2066535949707,24899400,-1.8713702380572572,31.290163707733154,28.552569580078124,32.06427339553833,4.327948973326277,-37.70607533801276,2.1271460003040525,BUY,2020,12,4,Dec
2020-12-08,XOM,ExxonMobil,Energy,32.906245029964424,34.578757045587864,32.83317404148702,34.294593811035156,32573800,3.2762717656958484,31.54104013442993,28.678605995178224,32.02906888961792,3.454245166410104,-35.66515707256822,5.089965531357769,BUY,2020,12,4,Dec
